trace,workload,budget_gb,capacity_slots,static_slots,static_gb,dynamic_slots,policy,hit_rate,miss_rate,bytes_h2d_per_token,promotions_per_token,evictions_per_token,cache_churn_per_token,cpu_direct_experts_per_token,average_residency_tokens,p50_misses_per_layer,p95_misses_per_layer,projected_routed_moe_p50_ms,projected_routed_moe_p95_ms,band_0_to_4,band_5_to_7,band_8_to_10
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,0,0.0,4340,LFU,0.497375,0.502625,667035648.0,241.26,241.26,482.52,0.0,19.235369855419748,5.0,9.0,33.699450000000006,59.49339749999998,0.43247395833333335,0.37786458333333334,0.18966145833333334
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,4340,11.999232,0,Static Hot (universal),0.4921510416666667,0.5078489583333333,673968384.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,34.22124624999999,56.24412124999999,0.4318489583333333,0.35953125,0.20861979166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,2170,5.999616,2170,Static Hot + CLOCK (universal),0.7696848958333333,0.23031510416666667,305652096.0,110.55125,110.55125,221.1025,0.0,19.45979427717179,2.0,6.0,23.959903749999995,47.461396250000035,0.8595833333333334,0.11708333333333333,0.023333333333333334
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,2170,5.999616,2170,Static Hot + LRU (universal),0.7792786458333333,0.22072135416666666,292920192.0,105.94625,105.94625,211.8925,0.0,20.176606746176404,2.0,6.0,23.707276249999993,47.19343125000004,0.8680989583333333,0.1103125,0.021588541666666666
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,2170,5.999616,2170,Frequency promotion (universal),0.7755052083333334,0.22449479166666667,297927936.0,66.785,66.785,133.57,0.0,32.44070351918055,2.0,6.0,23.60168499999999,46.69868875,0.8721354166666667,0.11114583333333333,0.01671875
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,2170,5.999616,2170,Hybrid policy (universal),0.7747682291666667,0.22523177083333334,266329728.0,96.32875,96.32875,192.6575,11.7825,22.194479685614382,2.0,6.0,23.63164799999999,45.88805675000003,0.86015625,0.11450520833333333,0.025338541666666665
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,4340,11.999232,0,Static Hot (adaptive),0.5488515625,0.4511484375,598720896.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,31.088546249999993,57.598424999999985,0.52625,0.32440104166666667,0.14934895833333334
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,2170,5.999616,2170,Static Hot + CLOCK (adaptive),0.7822005208333334,0.21779947916666667,289042560.0,104.54375,104.54375,209.0875,0.0,20.72360131996401,2.0,6.0,23.580962499999988,46.67039250000002,0.8753125,0.10872395833333333,0.015963541666666668
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,2170,5.999616,2170,Static Hot + LRU (adaptive),0.79103125,0.20896875,277323264.0,100.305,100.305,200.61,0.0,21.436795448147965,2.0,6.0,23.42158624999999,46.45033875,0.8845572916666666,0.10088541666666667,0.014557291666666666
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,2170,5.999616,2170,Frequency promotion (adaptive),0.7836692708333334,0.21633072916666668,287093376.0,62.22,62.22,124.44,0.0,35.282757345827456,2.0,6.0,23.46500999999999,46.27565875000002,0.8831770833333333,0.10372395833333334,0.013098958333333334
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,2170,5.999616,2170,Hybrid policy (adaptive),0.784828125,0.215171875,258588288.0,93.52875,93.52875,187.0575,9.75375,23.001654050798468,2.0,6.0,23.42529368749999,45.46756200000002,0.8744791666666667,0.10684895833333333,0.018671875
results\integration-gate\traces\en_technical.bin,en_technical,2,723,0,0.0,723,LRU,0.3921953125,0.6078046875,806620032.0,291.74625,291.74625,583.4925,0.0,2.3898235191299495,6.0,10.0,39.54669625000002,59.78374000000001,0.30052083333333335,0.36921875,0.33026041666666667
results\integration-gate\traces\en_technical.bin,en_technical,2,723,0,0.0,723,CLOCK,0.38314583333333335,0.6168541666666667,818629632.0,296.09,296.09,592.18,0.0,2.3570872788756043,6.0,10.0,39.85730875,60.52618999999999,0.2879947916666667,0.36638020833333335,0.345625
results\integration-gate\traces\en_technical.bin,en_technical,2,723,0,0.0,723,LFU,0.020846354166666668,0.9791536458333333,1299438720.0,469.99375,469.99375,939.9875,0.0,1.5518089178519587,10.0,10.0,59.85709499999994,67.6032,0.004557291666666667,0.020625,0.9748177083333334
results\integration-gate\traces\en_technical.bin,en_technical,2,723,723,1.9989504,0,Static Hot (universal),0.20583072916666667,0.7941692708333333,1053945216.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,48.99886749999999,63.09156374999999,0.07315104166666667,0.27794270833333334,0.64890625
results\integration-gate\traces\en_technical.bin,en_technical,2,723,361,0.9980928,362,Static Hot + CLOCK (universal),0.15402083333333333,0.8459791666666666,1122702336.0,406.07,406.07,812.14,0.0,0.9090226454781895,9.0,10.0,52.57270374999997,64.85818874999997,0.046302083333333334,0.2,0.7536979166666666
results\integration-gate\traces\en_technical.bin,en_technical,2,723,361,0.9980928,362,Static Hot + LRU (universal),0.14930729166666667,0.8506927083333333,1128957696.0,408.3325,408.3325,816.665,0.0,0.9046502684153245,9.0,10.0,52.66791874999997,64.85818874999997,0.042317708333333336,0.19455729166666666,0.763125
results\integration-gate\traces\en_technical.bin,en_technical,2,723,361,0.9980928,362,Frequency promotion (universal),0.2566328125,0.7433671875,986525568.0,312.51375,312.51375,625.0275,0.0,1.1986150451185509,8.0,10.0,45.49952999999999,64.42887875,0.13143229166666667,0.31677083333333333,0.551796875
results\integration-gate\traces\en_technical.bin,en_technical,2,723,361,0.9980928,362,Hybrid policy (universal),0.3022005208333333,0.6977994791666666,724602240.0,262.08125,262.08125,524.1625,72.8625,1.4093670301130115,7.0,10.0,35.477205312500004,57.82937124999997,0.15833333333333333,0.38088541666666664,0.46078125
results\integration-gate\traces\en_technical.bin,en_technical,2,723,723,1.9989504,0,Static Hot (adaptive),0.19705208333333332,0.8029479166666667,1065595392.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,49.55790999999998,63.79298624999998,0.06127604166666667,0.2677083333333333,0.671015625
results\integration-gate\traces\en_technical.bin,en_technical,2,723,361,0.9980928,362,Static Hot + CLOCK (adaptive),0.14694791666666668,0.8530520833333334,1132088832.0,409.465,409.465,818.93,0.0,0.9073057443020833,9.0,10.0,52.85222249999997,65.10312499999999,0.04046875,0.19026041666666665,0.7692708333333333
results\integration-gate\traces\en_technical.bin,en_technical,2,723,361,0.9980928,362,Static Hot + LRU (adaptive),0.14338541666666665,0.8566145833333333,1136816640.0,411.175,411.175,822.35,0.0,0.9029971327542278,9.0,10.0,52.85222249999997,65.10312499999999,0.03760416666666667,0.18580729166666668,0.7765885416666667
results\integration-gate\traces\en_technical.bin,en_technical,2,723,361,0.9980928,362,Frequency promotion (adaptive),0.24644010416666667,0.7535598958333334,1000052352.0,317.3825,317.3825,634.765,0.0,1.1875144449154442,8.0,10.0,46.373392499999994,64.81272249999999,0.122265625,0.30807291666666664,0.5696614583333334
results\integration-gate\traces\en_technical.bin,en_technical,2,723,361,0.9980928,362,Hybrid policy (adaptive),0.2972734375,0.7027265625,729164160.0,263.73125,263.73125,527.4625,73.5775,1.4049486404990437,7.0,10.0,35.62583525000001,57.95615749999998,0.15190104166666665,0.378828125,0.46927083333333336
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,0,0.0,1446,LRU,0.5712526041666667,0.4287473958333333,568992384.0,205.79875,205.79875,411.5975,0.0,6.630367130697747,4.0,9.0,30.62275874999999,54.602688750000006,0.5786197916666667,0.2784114583333333,0.14296875
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,0,0.0,1446,CLOCK,0.5592994791666667,0.44070052083333333,584855424.0,211.53625,211.53625,423.0725,0.0,6.462816157991639,4.0,9.0,31.030569999999997,54.73897374999999,0.5587239583333333,0.291484375,0.14979166666666666
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,0,0.0,1446,LFU,0.14496354166666667,0.8550364583333333,1134722304.0,410.4175,410.4175,820.835,0.0,3.609024499613501,9.0,10.0,53.01577624999997,64.78761374999998,0.018463541666666666,0.19065104166666666,0.7908854166666667
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,1446,3.9979008,0,Static Hot (universal),0.3075026041666667,0.6924973958333334,919016064.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,43.5221675,60.458068749999995,0.16872395833333334,0.369609375,0.46166666666666667
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,723,1.9989504,723,Static Hot + CLOCK (universal),0.5111770833333333,0.48882291666666666,648718848.0,234.635,234.635,469.27,0.0,3.0468989043376533,5.0,9.0,33.324704999999994,55.25544,0.476015625,0.3384375,0.185546875
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,723,1.9989504,723,Static Hot + LRU (universal),0.5236927083333334,0.4763072916666667,632109312.0,228.6275,228.6275,457.255,0.0,3.115905829299787,5.0,9.0,32.5172325,54.991141250000005,0.499765625,0.3213020833333333,0.17893229166666666
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,723,1.9989504,723,Frequency promotion (universal),0.5135234375,0.4864765625,645604992.0,190.0675,190.0675,380.135,0.0,3.8190920549727574,5.0,9.0,33.25636499999999,54.81073625000002,0.4797135416666667,0.338671875,0.18161458333333333
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,723,1.9989504,723,Hybrid policy (universal),0.511171875,0.488828125,519004800.0,187.71875,187.71875,375.4375,46.91875,3.8336787816120057,5.0,9.0,29.7593750625,48.69153625000001,0.47705729166666666,0.32752604166666666,0.19541666666666666
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,1446,3.9979008,0,Static Hot (adaptive),0.2896770833333333,0.7103229166666667,942672384.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,44.7189525,61.67337874999999,0.14549479166666668,0.36497395833333335,0.48953125
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,723,1.9989504,723,Static Hot + CLOCK (adaptive),0.5076354166666667,0.4923645833333333,653419008.0,236.335,236.335,472.67,0.0,3.038847698405019,5.0,9.0,33.38885499999999,55.13316249999999,0.4691666666666667,0.3444010416666667,0.18643229166666667
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,723,1.9989504,723,Static Hot + LRU (adaptive),0.5203151041666667,0.47968489583333335,636591744.0,230.24875,230.24875,460.4975,0.0,3.107981365858277,5.0,9.0,32.751112500000005,55.07841625,0.493515625,0.32625,0.180234375
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,723,1.9989504,723,Frequency promotion (adaptive),0.50909375,0.49090625,651483648.0,192.17625,192.17625,384.3525,0.0,3.7982309353137795,5.0,9.0,33.53169375,54.6791125,0.472421875,0.34479166666666666,0.18278645833333335
results\integration-gate\traces\en_technical.bin,en_technical,4,1446,723,1.9989504,723,Hybrid policy (adaptive),0.5065364583333334,0.49346354166666667,524230272.0,189.60875,189.60875,379.2175,47.25375,3.8129179356753604,5.0,9.0,29.853520749999994,48.86293962500002,0.46903645833333335,0.3343229166666667,0.196640625
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,0,0.0,2170,LRU,0.6585130208333333,0.34148697916666665,453188736.0,163.91375,163.91375,327.8275,0.0,12.737855374611382,3.0,8.0,27.069665,52.02516125000002,0.7071354166666667,0.20966145833333333,0.083203125
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,0,0.0,2170,CLOCK,0.6497473958333333,0.35025260416666665,464821632.0,168.12125,168.12125,336.2425,0.0,12.368959025834961,3.0,8.0,27.200174999999987,52.153895000000006,0.6955989583333333,0.218515625,0.08588541666666667
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,0,0.0,2170,LFU,0.2989322916666667,0.7010677083333333,930389760.0,336.5125,336.5125,673.025,0.0,6.600491471909712,7.0,10.0,43.87617,61.12257624999999,0.137421875,0.400390625,0.4621875
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,2170,5.999616,0,Static Hot (universal),0.3921119791666667,0.6078880208333334,806730624.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,39.300225,58.45048374999999,0.27455729166666665,0.4049479166666667,0.32049479166666667
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,1085,2.999808,1085,Static Hot + CLOCK (universal),0.60815625,0.39184375,520017408.0,188.085,188.085,376.17,0.0,5.701470457903808,4.0,9.0,29.37417249999999,52.49200000000001,0.632734375,0.257734375,0.10953125
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,1085,2.999808,1085,Static Hot + LRU (universal),0.6139609375,0.3860390625,512313984.0,185.29875,185.29875,370.5975,0.0,5.780876937544818,3.0,9.0,29.121541249999993,52.22215375,0.6404427083333334,0.25158854166666667,0.10796875
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,1085,2.999808,1085,Frequency promotion (universal),0.6046744791666666,0.39532552083333333,524638080.0,147.25125,147.25125,294.5025,0.0,7.522799683661427,4.0,9.0,29.374166249999995,52.16801374999999,0.6263020833333334,0.2658333333333333,0.10786458333333333
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,1085,2.999808,1085,Hybrid policy (universal),0.60403125,0.39596875,428229504.0,154.88625,154.88625,309.7725,35.17875,6.982598547606125,4.0,9.0,27.376482937499997,47.20977787500002,0.6224479166666667,0.25604166666666667,0.12151041666666666
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,2170,5.999616,0,Static Hot (adaptive),0.3687734375,0.6312265625,837703296.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,40.55917624999999,59.72268124999998,0.24942708333333333,0.3938802083333333,0.35669270833333333
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,1085,2.999808,1085,Static Hot + CLOCK (adaptive),0.6035208333333333,0.39647916666666666,526169088.0,190.31,190.31,380.62,0.0,5.694118440932019,4.0,9.0,29.37835874999999,52.42332249999999,0.6251302083333333,0.2645572916666667,0.1103125
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,1085,2.999808,1085,Static Hot + LRU (adaptive),0.6093177083333333,0.3906822916666667,518476032.0,187.5275,187.5275,375.055,0.0,5.751212642640409,4.0,9.0,29.082314999999987,52.27332000000002,0.632734375,0.2586979166666667,0.10856770833333333
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,1085,2.999808,1085,Frequency promotion (adaptive),0.5999088541666666,0.40009114583333333,530962560.0,149.51125,149.51125,299.0225,0.0,7.461680614634282,4.0,9.0,29.573013749999987,52.17455,0.618828125,0.27260416666666665,0.10856770833333333
results\integration-gate\traces\en_technical.bin,en_technical,6,2170,1085,2.999808,1085,Hybrid policy (adaptive),0.5988984375,0.4011015625,434374272.0,157.10875,157.10875,314.2175,35.42,6.923775064121866,4.0,9.0,27.547264312499998,47.39815999999999,0.6140364583333333,0.2624739583333333,0.12348958333333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,LRU,0.7216744791666667,0.27832552083333334,369366912.0,133.59625,133.59625,267.1925,0.0,20.84846308852861,2.0,7.0,25.032349999999987,49.32973250000002,0.7921875,0.15841145833333334,0.049401041666666666
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,CLOCK,0.7161588541666667,0.2838411458333333,376686720.0,136.24375,136.24375,272.4875,0.0,20.366167826047985,2.0,7.0,25.127577499999994,49.482285,0.78796875,0.163671875,0.048359375
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,LFU,0.40010677083333335,0.5998932291666667,796120704.0,287.94875,287.94875,575.8975,0.0,10.35041356024451,6.0,10.0,39.10976625000001,58.90611874999998,0.28174479166666666,0.4092708333333333,0.308984375
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2893,7.9985664,0,Static Hot (universal),0.46453125,0.53546875,710622720.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,35.55470625000001,56.55051124999997,0.38763020833333334,0.38046875,0.23190104166666667
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,Static Hot + CLOCK (universal),0.7161588541666667,0.2838411458333333,376686720.0,136.24375,136.24375,272.4875,0.0,20.366167826047985,2.0,7.0,25.127577499999994,49.482285,0.78796875,0.163671875,0.048359375
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,Static Hot + LRU (universal),0.7216744791666667,0.27832552083333334,369366912.0,133.59625,133.59625,267.1925,0.0,20.84846308852861,2.0,7.0,25.032349999999987,49.32973250000002,0.7921875,0.15841145833333334,0.049401041666666666
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,Frequency promotion (universal),0.7128151041666667,0.28718489583333334,381124224.0,92.91125,92.91125,185.8225,0.0,30.320624820629465,2.0,7.0,25.22699999999999,48.906563750000046,0.7864322916666666,0.17028645833333333,0.04328125
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,Hybrid policy (universal),0.7120989583333334,0.2879010416666667,308275200.0,111.5,111.5,223.0,26.6925,24.969689322321642,2.0,8.0,24.821814312499995,46.77360975000002,0.7737760416666667,0.16484375,0.06138020833333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,723,1.9989504,2170,Static Hot + CLOCK (universal),0.6997578125,0.3002421875,398452608.0,144.11625,144.11625,288.2325,0.0,14.753488036627585,3.0,8.0,25.80873999999999,49.72727875000001,0.7651302083333333,0.178671875,0.05619791666666667
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,723,1.9989504,2170,Static Hot + LRU (universal),0.7061432291666667,0.29385677083333334,389978496.0,141.05125,141.05125,282.1025,0.0,15.057418670857409,2.0,8.0,25.481604999999995,49.961014999999996,0.7741927083333333,0.17015625,0.055651041666666665
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,723,1.9989504,2170,Frequency promotion (universal),0.6947291666666666,0.3052708333333333,405126144.0,103.08875,103.08875,206.1775,0.0,21.187604532633976,3.0,8.0,25.823293749999987,49.56580000000002,0.7619270833333334,0.18684895833333334,0.05122395833333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,723,1.9989504,2170,Hybrid policy (universal),0.6955703125,0.3044296875,330832512.0,119.65875,119.65875,239.3175,26.4675,17.848450966738234,2.0,8.0,25.273534374999993,46.72548012499998,0.7531510416666667,0.17908854166666666,0.06776041666666667
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,1446,3.9979008,1447,Static Hot + CLOCK (universal),0.6766119791666667,0.32338802083333335,429169536.0,155.22625,155.22625,310.4525,0.0,9.365432405297744,3.0,8.0,26.93101124999999,50.02277250000002,0.7325520833333333,0.199296875,0.06815104166666666
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,1446,3.9979008,1447,Static Hot + LRU (universal),0.682328125,0.317671875,421583616.0,152.4825,152.4825,304.965,0.0,9.548021986627578,3.0,8.0,26.783974999999995,50.11897000000002,0.7390104166666667,0.19447916666666668,0.06651041666666667
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,1446,3.9979008,1447,Frequency promotion (universal),0.6712109375,0.3287890625,436337280.0,116.31375,116.31375,232.6275,0.0,12.911521603852707,3.0,8.0,26.910291249999993,49.83642875000002,0.7271354166666667,0.2078125,0.06505208333333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,1446,3.9979008,1447,Hybrid policy (universal),0.6728880208333333,0.3271119791666667,361656576.0,130.8075,130.8075,261.615,26.20625,11.102389618890362,3.0,8.0,25.778681999999996,46.62447537499999,0.7215364583333334,0.20028645833333333,0.07817708333333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2170,5.999616,723,Static Hot + CLOCK (universal),0.6379609375,0.3620390625,480463488.0,173.77875,173.77875,347.5575,0.0,4.255208456101892,3.0,8.0,27.79227249999999,50.78395375000003,0.6753385416666666,0.24177083333333332,0.082890625
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2170,5.999616,723,Static Hot + LRU (universal),0.6423828125,0.3576171875,474595200.0,171.65625,171.65625,343.3125,0.0,4.305264359489555,3.0,8.0,27.792274999999986,50.542263750000004,0.682109375,0.23526041666666667,0.08263020833333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2170,5.999616,723,Frequency promotion (universal),0.6348984375,0.3651015625,484527744.0,135.8075,135.8075,271.615,0.0,5.650787707491443,3.0,8.0,27.891699999999993,50.322362500000025,0.671640625,0.248984375,0.079375
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2170,5.999616,723,Hybrid policy (universal),0.6367604166666667,0.36323958333333334,410959872.0,148.64,148.64,297.28,25.715,4.971600116538864,3.0,8.0,26.790144999999992,46.916688750000034,0.670234375,0.24072916666666666,0.08903645833333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2893,7.9985664,0,Static Hot (adaptive),0.438890625,0.561109375,744650496.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,36.72656500000001,58.31673874999999,0.3534114583333333,0.379921875,0.26666666666666666
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,Static Hot + CLOCK (adaptive),0.7161588541666667,0.2838411458333333,376686720.0,136.24375,136.24375,272.4875,0.0,20.366167826047985,2.0,7.0,25.127577499999994,49.482285,0.78796875,0.163671875,0.048359375
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,Static Hot + LRU (adaptive),0.7216744791666667,0.27832552083333334,369366912.0,133.59625,133.59625,267.1925,0.0,20.84846308852861,2.0,7.0,25.032349999999987,49.32973250000002,0.7921875,0.15841145833333334,0.049401041666666666
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,Frequency promotion (adaptive),0.7128151041666667,0.28718489583333334,381124224.0,92.91125,92.91125,185.8225,0.0,30.320624820629465,2.0,7.0,25.22699999999999,48.906563750000046,0.7864322916666666,0.17028645833333333,0.04328125
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,0,0.0,2893,Hybrid policy (adaptive),0.7120989583333334,0.2879010416666667,308275200.0,111.5,111.5,223.0,26.6925,24.969689322321642,2.0,8.0,24.821814312499995,46.77360975000002,0.7737760416666667,0.16484375,0.06138020833333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,723,1.9989504,2170,Static Hot + CLOCK (adaptive),0.698265625,0.301734375,400432896.0,144.8325,144.8325,289.665,0.0,14.698610657568603,3.0,8.0,25.860548749999992,49.72549750000001,0.764609375,0.17984375,0.055546875
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,723,1.9989504,2170,Static Hot + LRU (adaptive),0.7045338541666667,0.29546614583333336,392114304.0,141.82375,141.82375,283.6475,0.0,15.026557236715512,2.0,8.0,25.576834999999996,49.90887750000003,0.7724479166666667,0.17190104166666667,0.055651041666666665
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,723,1.9989504,2170,Frequency promotion (adaptive),0.693078125,0.306921875,407317248.0,103.86375,103.86375,207.7275,0.0,21.06004985145398,3.0,8.0,25.825271249999993,49.37161875,0.7600520833333333,0.18864583333333335,0.05130208333333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,723,1.9989504,2170,Hybrid policy (adaptive),0.6935989583333333,0.30640104166666665,333583488.0,120.65375,120.65375,241.3075,26.41875,17.741769602430356,3.0,8.0,25.321161749999987,46.695760375000006,0.751875,0.18067708333333332,0.06744791666666666
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,1446,3.9979008,1447,Static Hot + CLOCK (adaptive),0.673578125,0.326421875,433195776.0,156.6825,156.6825,313.365,0.0,9.329301761896138,3.0,8.0,26.988991249999987,50.359685000000006,0.729765625,0.203046875,0.0671875
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,1446,3.9979008,1447,Static Hot + LRU (adaptive),0.6799088541666667,0.3200911458333333,424794240.0,153.64375,153.64375,307.2875,0.0,9.511293415081692,3.0,8.0,26.72600124999999,50.267444999999995,0.7381510416666667,0.196484375,0.06536458333333334
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,1446,3.9979008,1447,Frequency promotion (adaptive),0.6688229166666667,0.33117708333333334,439506432.0,117.46,117.46,234.92,0.0,12.842354312302017,3.0,8.0,26.94754374999999,50.16497499999999,0.7247135416666667,0.210859375,0.06442708333333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,1446,3.9979008,1447,Hybrid policy (adaptive),0.6710651041666666,0.32893489583333335,364341888.0,131.77875,131.77875,263.5575,26.11,11.077717123546028,3.0,8.0,25.840347124999994,46.66390400000003,0.7223958333333333,0.20044270833333333,0.07716145833333334
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2170,5.999616,723,Static Hot + CLOCK (adaptive),0.6279479166666667,0.37205208333333334,493751808.0,178.585,178.585,357.17,0.0,4.213098415893577,3.0,8.0,28.057239999999993,51.23847374999999,0.661796875,0.25158854166666667,0.08661458333333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2170,5.999616,723,Static Hot + LRU (adaptive),0.6320442708333334,0.3679557291666667,488315520.0,176.61875,176.61875,353.2375,0.0,4.257740222178981,3.0,8.0,27.986929999999987,51.090671250000014,0.6683333333333333,0.24497395833333332,0.08669270833333333
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2170,5.999616,723,Frequency promotion (adaptive),0.6256640625,0.3743359375,496782720.0,140.2475,140.2475,280.495,0.0,5.569163005266733,3.0,8.0,28.297529999999988,50.82795875000004,0.6605208333333333,0.2562760416666667,0.083203125
results\integration-gate\traces\en_technical.bin,en_technical,8,2893,2170,5.999616,723,Hybrid policy (adaptive),0.62671875,0.37328125,420647040.0,152.14375,152.14375,304.2875,27.03125,4.946459852679194,3.0,8.0,26.768062249999993,46.949690250000025,0.6579166666666667,0.24895833333333334,0.093125
results\integration-gate\traces\en_technical.bin,en_technical,10,3616,0,0.0,3616,LRU,0.7758255208333333,0.22417447916666666,297502848.0,107.60375,107.60375,215.2075,0.0,31.91732701677997,2.0,6.0,23.60168499999999,47.66976000000003,0.8612760416666667,0.11203125,0.026692708333333332
results\integration-gate\traces\en_technical.bin,en_technical,10,3616,0,0.0,3616,CLOCK,0.7668515625,0.2331484375,309412224.0,111.91125,111.91125,223.8225,0.0,30.779786414325788,2.0,7.0,23.829398749999996,47.810980000000015,0.8509114583333334,0.12049479166666667,0.02859375
results\integration-gate\traces\en_technical.bin,en_technical,10,3616,0,0.0,3616,LFU,0.461078125,0.538921875,715205376.0,258.6825,258.6825,517.365,0.0,14.529355068477264,5.0,9.0,35.62501250000001,57.50646874999998,0.36981770833333333,0.40893229166666667,0.22125
results\integration-gate\traces\en_technical.bin,en_technical,10,3616,3616,9.9975168,0,Static Hot (universal),0.5220182291666666,0.4779817708333333,634331520.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,32.782189999999986,55.16717750000003,0.48161458333333335,0.34653645833333335,0.17184895833333333
results\integration-gate\traces\en_technical.bin,en_technical,10,3616,1808,4.9987584,1808,Static Hot + CLOCK (universal),0.733875,0.266125,353175552.0,127.74,127.74,255.48,0.0,14.196383702348662,2.0,7.0,24.889503749999996,48.70261624999999,0.811484375,0.14877604166666666,0.039739583333333335
results\integration-gate\traces\en_technical.bin,en_technical,10,3616,1808,4.9987584,1808,Static Hot + LRU (universal),0.7377630208333333,0.26223697916666666,348015744.0,125.87375,125.87375,251.7475,0.0,14.429626097317286,2.0,7.0,24.906033749999988,48.46736749999999,0.8150520833333333,0.14484375,0.04010416666666667
results\integration-gate\traces\en_technical.bin,en_technical,10,3616,1808,4.9987584,1808,Frequency promotion (universal),0.7275651041666666,0.27243489583333336,361549440.0,90.275,90.275,180.55,0.0,20.730061879267538,2.0,7.0,25.011624999999988,48.34288250000003,0.808828125,0.15484375,0.036328125
